2017-10-18 12:58:56,530 [Start Help Server] INFO  o.e.j.server.handler.ContextHandler - Started o.e.j.s.ServletContextHandler@-460045b7{/help,null,AVAILABLE}
2017-10-18 12:58:56,537 [Start Help Server] INFO  o.e.jetty.server.AbstractConnector - Started ServerConnector@3b78c1f2{HTTP/1.1,[http/1.1]}{127.0.0.1:43812}
2017-10-18 12:58:56,537 [Start Help Server] INFO  org.eclipse.jetty.server.Server - Started @8857707ms
2017-10-19 09:28:31,949 [Stop Help Server] INFO  o.e.jetty.server.AbstractConnector - Stopped ServerConnector@3b78c1f2{HTTP/1.1,[http/1.1]}{127.0.0.1:0}
2017-10-19 09:28:31,949 [Stop Help Server] INFO  org.eclipse.jetty.server.session - Stopped scavenging
2017-10-19 09:28:31,967 [Stop Help Server] INFO  o.e.j.server.handler.ContextHandler - Stopped o.e.j.s.ServletContextHandler@-460045b7{/help,null,UNAVAILABLE}
2017-10-19 12:00:11,800 [Worker-0] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2017-10-19 13:09:45,357 [Start Help Server] INFO  org.eclipse.jetty.util.log - Logging initialized @4183782ms to org.eclipse.jetty.util.log.Slf4jLog
2017-10-19 13:09:45,427 [Start Help Server] INFO  org.eclipse.jetty.server.Server - jetty-9.4.5.v20170502
2017-10-19 13:09:45,436 [Start Help Server] INFO  org.eclipse.jetty.server.session - DefaultSessionIdManager workerName=node0
2017-10-19 13:09:45,436 [Start Help Server] INFO  org.eclipse.jetty.server.session - No SessionScavenger set, using defaults
2017-10-19 13:09:45,437 [Start Help Server] INFO  org.eclipse.jetty.server.session - Scavenging every 600000ms
2017-10-19 13:09:45,449 [Start Help Server] INFO  o.e.j.server.handler.ContextHandler - Started o.e.j.s.ServletContextHandler@-3d41b8f6{/help,null,AVAILABLE}
2017-10-19 13:09:45,456 [Start Help Server] INFO  o.e.jetty.server.AbstractConnector - Started ServerConnector@49d7848f{HTTP/1.1,[http/1.1]}{127.0.0.1:35099}
2017-10-19 13:09:45,456 [Start Help Server] INFO  org.eclipse.jetty.server.Server - Started @4183882ms
2017-10-20 15:49:22,474 [Stop Help Server] INFO  o.e.jetty.server.AbstractConnector - Stopped ServerConnector@49d7848f{HTTP/1.1,[http/1.1]}{127.0.0.1:0}
2017-10-20 15:49:22,475 [Stop Help Server] INFO  org.eclipse.jetty.server.session - Stopped scavenging
2017-10-20 15:49:22,478 [Stop Help Server] INFO  o.e.j.server.handler.ContextHandler - Stopped o.e.j.s.ServletContextHandler@-3d41b8f6{/help,null,UNAVAILABLE}
2017-10-23 08:32:44,310 [Worker-0] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2017-10-23 13:52:56,054 [Start Help Server] INFO  org.eclipse.jetty.util.log - Logging initialized @19237468ms to org.eclipse.jetty.util.log.Slf4jLog
2017-10-23 13:52:56,135 [Start Help Server] INFO  org.eclipse.jetty.server.Server - jetty-9.4.5.v20170502
2017-10-23 13:52:56,147 [Start Help Server] INFO  org.eclipse.jetty.server.session - DefaultSessionIdManager workerName=node0
2017-10-23 13:52:56,148 [Start Help Server] INFO  org.eclipse.jetty.server.session - No SessionScavenger set, using defaults
2017-10-23 13:52:56,149 [Start Help Server] INFO  org.eclipse.jetty.server.session - Scavenging every 660000ms
2017-10-23 13:52:56,163 [Start Help Server] INFO  o.e.j.server.handler.ContextHandler - Started o.e.j.s.ServletContextHandler@-52ea3468{/help,null,AVAILABLE}
2017-10-23 13:52:56,169 [Start Help Server] INFO  o.e.jetty.server.AbstractConnector - Started ServerConnector@1ea8d9e3{HTTP/1.1,[http/1.1]}{127.0.0.1:45074}
2017-10-23 13:52:56,170 [Start Help Server] INFO  org.eclipse.jetty.server.Server - Started @19237584ms
2017-10-24 15:26:59,531 [Stop Help Server] INFO  o.e.jetty.server.AbstractConnector - Stopped ServerConnector@1ea8d9e3{HTTP/1.1,[http/1.1]}{127.0.0.1:0}
2017-10-24 15:26:59,531 [Stop Help Server] INFO  org.eclipse.jetty.server.session - Stopped scavenging
2017-10-24 15:26:59,534 [Stop Help Server] INFO  o.e.j.server.handler.ContextHandler - Stopped o.e.j.s.ServletContextHandler@-52ea3468{/help,null,UNAVAILABLE}
2017-10-27 14:42:08,170 [Worker-0] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
